t,x,y,theta,v,a_cmd,delta_cmd
1.630000000000000071e+01,1.514647827148437500e+02,6.084695816040039062e+01,-2.088759541511535645e-01,7.403353691101074219e+00,-2.357635130113590716e+00,-4.176535351281706471e-02
1.640000000000000213e+01,1.521782989501953125e+02,6.069191741943359375e+01,-2.139614224433898926e-01,7.301717281341552734e+00,1.499999999999710676e+00,4.999999999997346567e-01
1.650000000000000000e+01,1.528866119384765625e+02,6.053964233398437500e+01,-2.117598652839660645e-01,7.244892120361328125e+00,1.499709080858807386e+00,4.999999999999998335e-01
1.660000000000000142e+01,1.535942535400390625e+02,6.039448547363281250e+01,-2.023208737373352051e-01,7.223812103271484375e+00,7.039119286214354787e-01,-4.999999999999999445e-01
1.669999999999999929e+01,1.543013916015625000e+02,6.025104904174804688e+01,-2.001278996467590332e-01,7.215314865112304688e+00,1.499999982790500397e+00,-4.999987552329751006e-01
1.680000000000000071e+01,1.550095062255859375e+02,6.010369491577148438e+01,-2.051652222871780396e-01,7.232771873474121094e+00,9.111990333268876752e-01,-1.548485663624523355e-02
1.690000000000000213e+01,1.557199096679687500e+02,5.995447540283203125e+01,-2.070391774177551270e-01,7.259119510650634766e+00,1.499999998875034546e+00,4.999999999999998890e-01
1.700000000000000000e+01,1.564355468750000000e+02,5.980820465087890625e+01,-2.016161084175109863e-01,7.304306030273437500e+00,-2.176951990249756719e+00,-4.644665152788487461e-01
1.710000000000000142e+01,1.571495971679687500e+02,5.966085815429687500e+01,-2.034981846809387207e-01,7.290927886962890625e+00,1.499110790484237343e+00,-2.990056258351358673e-02
1.719999999999999929e+01,1.578644256591796875e+02,5.951063537597656250e+01,-2.071393132209777832e-01,7.304417610168457031e+00,1.500000000000000000e+00,-4.408551494453837871e-01
1.730000000000000071e+01,1.585809631347656250e+02,5.935178375244140625e+01,-2.181656956672668457e-01,7.339323043823242188e+00,1.500000000000000000e+00,-2.794095151082407469e-01
1.740000000000000213e+01,1.592994689941406250e+02,5.917840957641601562e+01,-2.367709130048751831e-01,7.391263961791992188e+00,1.250567001384415899e+00,5.000000000000000000e-01
1.750000000000000000e+01,1.600218505859375000e+02,5.899551773071289062e+01,-2.479665875434875488e-01,7.451748847961425781e+00,-3.151238182301231983e-01,9.884767861371919484e-02
1.760000000000000142e+01,1.607470245361328125e+02,5.880903625488281250e+01,-2.516992688179016113e-01,7.487679481506347656e+00,-2.522248314038487482e+00,1.273436056147312367e-01
1.769999999999999929e+01,1.614701995849609375e+02,5.862595367431640625e+01,-2.479556202888488770e-01,7.459873676300048828e+00,-8.991950707277043264e-01,4.578838432177487205e-01
1.780000000000000071e+01,1.621908874511718750e+02,5.845203781127929688e+01,-2.367928624153137207e-01,7.413766384124755859e+00,-4.723845796454528845e-01,1.970882919853279014e-01
1.790000000000000213e+01,1.629095916748046875e+02,5.829265213012695312e+01,-2.182372212409973145e-01,7.361649513244628906e+00,3.448587137537875158e-01,1.027259270063107244e-01
1.800000000000000000e+01,1.636262817382812500e+02,5.814314651489257812e+01,-2.056577801704406738e-01,7.321130275726318359e+00,1.407407037812248296e+00,-5.000000000000000000e-01
1.810000000000000142e+01,1.643427581787109375e+02,5.799757385253906250e+01,-2.004488110542297363e-01,7.311135768890380859e+00,1.330217622715355041e+00,-4.350764351503300098e-01
1.819999999999999929e+01,1.650601806640625000e+02,5.785023498535156250e+01,-2.025573849678039551e-01,7.323927879333496094e+00,1.408488548330528445e-01,4.999999595758893300e-01
1.830000000000000071e+01,1.657790679931640625e+02,5.770650482177734375e+01,-1.973341256380081177e-01,7.331078529357910156e+00,1.019299233342670696e+00,8.696121212975256587e-03
1.840000000000000213e+01,1.665000915527343750e+02,5.756314849853515625e+01,-1.962688565254211426e-01,7.351297378540039062e+00,8.492674613293975661e-01,5.000000000000000000e-01
1.850000000000000000e+01,1.672249755859375000e+02,5.742538833618164062e+01,-1.878073960542678833e-01,7.378511905670166016e+00,-2.058120376053907741e+00,1.279034552606513053e-02
1.860000000000000142e+01,1.679475708007812500e+02,5.728923416137695312e+01,-1.862395405769348145e-01,7.353131294250488281e+00,9.550374161555076347e-01,4.999999999999935052e-01
1.869999999999999929e+01,1.686706695556640625e+02,5.715966033935546875e+01,-1.773117333650588989e-01,7.346126079559326172e+00,-1.541527851344867805e+00,-4.999992268249394689e-01
1.880000000000000071e+01,1.693898010253906250e+02,5.703195190429687500e+01,-1.757548451423645020e-01,7.303836822509765625e+00,1.500000000000000000e+00,4.951745304480622556e-01
1.890000000000000213e+01,1.701091003417968750e+02,5.691078186035156250e+01,-1.668894886970520020e-01,7.294297695159912109e+00,5.761100339244626944e-01,1.865311257977074200e-01
1.900000000000000000e+01,1.708300781250000000e+02,5.680133438110351562e+01,-1.506550908088684082e-01,7.292383670806884766e+00,1.304601161460852587e+00,-5.000000000000000000e-01
1.910000000000000142e+01,1.715538482666015625e+02,5.669803237915039062e+01,-1.417697221040725708e-01,7.311116695404052734e+00,1.281921496710678676e+00,-4.616509650179367874e-01
1.920000000000000284e+01,1.722812194824218750e+02,5.659537887573242188e+01,-1.402037739753723145e-01,7.345832824707031250e+00,1.197389524407946881e+00,-3.500541420229172918e-01
1.930000000000000071e+01,1.730125122070312500e+02,5.648782730102539062e+01,-1.460240632295608521e-01,7.391565799713134766e+00,3.775728521389747350e-01,5.487338278895673160e-02
1.940000000000000213e+01,1.737477416992187500e+02,5.638088607788085938e+01,-1.444404721260070801e-01,7.429644107818603516e+00,8.562533167994375027e-01,-2.541461141605858010e-01
1.950000000000000000e+01,1.744864349365234375e+02,5.626900100708007812e+01,-1.503227353096008301e-01,7.471166133880615234e+00,3.946718443906485074e-01,1.206362857272462868e-01
1.960000000000000142e+01,1.752287597656250000e+02,5.615777969360351562e+01,-1.487224847078323364e-01,7.506167411804199219e+00,7.990425221560025493e-02,5.000000000000000000e-01
1.970000000000000284e+01,1.759743957519531250e+02,5.605302810668945312e+01,-1.395719647407531738e-01,7.529649734497070312e+00,-1.464078071063307895e+00,-4.718980739362349519e-01
1.980000000000000071e+01,1.767185668945312500e+02,5.594969940185546875e+01,-1.379702836275100708e-01,7.513054847717285156e+00,6.182116678247049357e-01,1.172177301469959007e-02
1.990000000000000213e+01,1.774622039794921875e+02,5.584755325317382812e+01,-1.365035176277160645e-01,7.506186008453369141e+00,1.499988166162830039e+00,1.987214863462637149e-01
2.000000000000000000e+01,1.782085723876953125e+02,5.575187683105468750e+01,-1.274936795234680176e-01,7.524707794189453125e+00,-1.126455167450940431e+00,-4.492030466529626787e-01
2.010000000000000142e+01,1.789537048339843750e+02,5.565747070312500000e+01,-1.260259747505187988e-01,7.510917186737060547e+00,5.460426149210458879e-01,3.932001563030214086e-01
2.020000000000000284e+01,1.796990509033203125e+02,5.556983566284179688e+01,-1.170395016670227051e-01,7.504840850830078125e+00,1.500000000000000000e+00,4.999971876594591080e-01
2.030000000000000071e+01,1.804476623535156250e+02,5.549440383911132812e+01,-1.004250720143318176e-01,7.523995399475097656e+00,1.499999986180528433e+00,-4.999999951146132382e-01
2.040000000000000213e+01,1.812008361816406250e+02,5.542539596557617188e+01,-9.136898070573806763e-02,7.563238620758056641e+00,1.499999986237489313e+00,-4.568881992244295809e-01
2.050000000000000000e+01,1.819596099853515625e+02,5.535701370239257812e+01,-8.988076448440551758e-02,7.618456840515136719e+00,1.291766153464087630e+00,4.999999999998622213e-01
2.060000000000000142e+01,1.827253265380859375e+02,5.529510116577148438e+01,-8.068162947893142700e-02,7.682195186614990234e+00,-3.379435864476034168e-01,-6.415220485603347067e-02
2.070000000000000284e+01,1.834949188232421875e+02,5.523404312133789062e+01,-7.917338609695434570e-02,7.720077514648437500e+00,1.301683368375271321e+00,6.828768421849563952e-02
2.080000000000000071e+01,1.842700042724609375e+02,5.517945098876953125e+01,-7.031613588333129883e-02,7.770119667053222656e+00,1.500000000000000000e+00,-3.363921962464839766e-01
2.090000000000000213e+01,1.850514984130859375e+02,5.512525939941406250e+01,-6.923419982194900513e-02,7.833776950836181641e+00,1.173141251706368848e+00,2.283414824349366823e-01
2.100000000000000000e+01,1.858402404785156250e+02,5.507769775390625000e+01,-6.022673845291137695e-02,7.901695251464843750e+00,-3.770449176460204388e-01,4.999999999999999445e-01
2.110000000000000142e+01,1.866336975097656250e+02,5.504343795776367188e+01,-4.315215721726417542e-02,7.941950321197509766e+00,-6.970767121282540613e-01,1.643829243571124921e-01
2.120000000000000284e+01,1.874288940429687500e+02,5.502660751342773438e+01,-2.116328850388526917e-02,7.953730106353759766e+00,1.499999999999999778e+00,-4.051342678164960853e-01
2.130000000000000071e+01,1.882275543212890625e+02,5.502084350585937500e+01,-7.217709440737962723e-03,7.986753463745117188e+00,9.844854362091856048e-01,-4.940640451965064295e-01
2.140000000000000213e+01,1.890301971435546875e+02,5.501981735229492188e+01,-1.276318216696381569e-03,8.026367187500000000e+00,1.259592918370829651e+00,8.415280258627239052e-02
2.150000000000000000e+01,1.898378295898437500e+02,5.502795791625976562e+01,1.007825043052434921e-02,8.076702117919921875e+00,1.169007114137706749e+00,-4.999999868744646747e-01
2.160000000000000142e+01,1.906511230468750000e+02,5.503881835937500000e+01,1.335312705487012863e-02,8.133727073669433594e+00,8.014791897964782530e-01,2.771484894752976880e-01
2.170000000000000284e+01,1.914697418212890625e+02,5.505917739868164062e+01,2.486528269946575165e-02,8.188687324523925781e+00,-1.233148364145609133e+00,-4.259650227662033495e-01
2.180000000000000071e+01,1.922895507812500000e+02,5.508227539062500000e+01,2.816731296479701996e-02,8.201266288757324219e+00,1.499999999999999778e+00,-4.999999999999999445e-01
2.190000000000000213e+01,1.931128082275390625e+02,5.510141372680664062e+01,2.324535325169563293e-02,8.234727859497070312e+00,-2.224222597563012549e+00,-5.000000000000000000e-01
2.200000000000000000e+01,1.939337921142578125e+02,5.510969924926757812e+01,1.008948497474193573e-02,8.210317611694335938e+00,1.500000000000000000e+00,-4.999999999952047802e-01
2.210000000000000142e+01,1.947551727294921875e+02,5.510031890869140625e+01,-1.142150536179542542e-02,8.214299201965332031e+00,1.500000000000000000e+00,5.000000000000000000e-01
2.220000000000000284e+01,1.955790100097656250e+02,5.508002853393554688e+01,-2.462607994675636292e-02,8.240900039672851562e+00,1.500000000000000000e+00,7.371425846725349063e-02
2.230000000000000071e+01,1.964071960449218750e+02,5.505552673339843750e+01,-2.957851253449916840e-02,8.285503387451171875e+00,1.080726247421111230e+00,5.000000000000000000e-01
2.240000000000000213e+01,1.972405090332031250e+02,5.503366851806640625e+01,-2.622205577790737152e-02,8.336029052734375000e+00,-1.065105797422296829e+00,5.000000000000000000e-01
2.250000000000000000e+01,1.980752563476562500e+02,5.502157592773437500e+01,-1.448566094040870667e-02,8.348317146301269531e+00,-4.798463102376089862e-01,-4.995887337610609436e-01
2.260000000000000142e+01,1.989093933105468750e+02,5.501229476928710938e+01,-1.112682092934846878e-02,8.341833114624023438e+00,-6.329791778531834723e-01,-5.000000000000000000e-01
2.270000000000000284e+01,1.997410125732421875e+02,5.499890518188476562e+01,-1.609832420945167542e-02,8.317333221435546875e+00,6.122284681354380753e-01,4.999999999953225749e-01
2.280000000000000071e+01,2.005712890625000000e+02,5.498831558227539062e+01,-1.275521982461214066e-02,8.303402900695800781e+00,-8.658914684591609845e-01,-6.712573611630884285e-02
2.290000000000000213e+01,2.013979949951171875e+02,5.497368240356445312e+01,-1.769715920090675354e-02,8.268342018127441406e+00,3.201224573192797407e-01,4.320242923175434124e-01
2.300000000000000000e+01,2.022219238281250000e+02,5.496183395385742188e+01,-1.437932625412940979e-02,8.240193367004394531e+00,1.499999999999972911e+00,4.999999999999675260e-01
2.310000000000000142e+01,2.030460357666015625e+02,5.495953369140625000e+01,-2.793136984109878540e-03,8.241172790527343750e+00,6.936353119026057445e-01,-2.973880283024971441e-02
2.320000000000000284e+01,2.038709564208984375e+02,5.495996856689453125e+01,5.279479082673788071e-04,8.249232292175292969e+00,1.499999954584556150e+00,-4.999999896186252957e-01
2.330000000000000071e+01,2.046988525390625000e+02,5.495631027221679688e+01,-4.421059507876634598e-03,8.279054641723632812e+00,6.564622062418594695e-01,5.000000000000000000e-01
2.340000000000000213e+01,2.055297851562500000e+02,5.495541763305664062e+01,-1.075569773092865944e-03,8.309323310852050781e+00,-3.778454154963827860e-01,-4.202828529413825676e-01
2.350000000000000000e+01,2.063616943359375000e+02,5.495038604736328125e+01,-6.047550588846206665e-03,8.319236755371093750e+00,1.500000000000000000e+00,4.161982920605332703e-01
2.360000000000000142e+01,2.071967468261718750e+02,5.494814300537109375e+01,-2.685372019186615944e-03,8.350481033325195312e+00,-5.324790056720936082e-01,4.999999999510765791e-01
2.370000000000000284e+01,2.080325164794921875e+02,5.495571899414062500e+01,9.064836427569389343e-03,8.358046531677246094e+00,1.499999999801197914e+00,-5.000000000000000000e-01
2.380000000000000071e+01,2.088711853027343750e+02,5.496615600585937500e+01,1.244176644831895828e-02,8.387388229370117188e+00,-7.131233824628833151e-01,4.137736829634356961e-01
2.390000000000000213e+01,2.097099151611328125e+02,5.498648834228515625e+01,2.423667721450328827e-02,8.389795303344726562e+00,1.426430970879494220e+00,-2.305349902418882616e-02
2.400000000000000000e+01,2.105509490966796875e+02,5.500972747802734375e+01,2.762409299612045288e-02,8.413530349731445312e+00,1.500000000000000000e+00,5.000000000000000000e-01
2.410000000000000142e+01,2.113958587646484375e+02,5.504312896728515625e+01,3.951169177889823914e-02,8.455711364746093750e+00,-1.262701212138473528e+00,-4.999999999999995559e-01
2.420000000000000284e+01,2.122408142089843750e+02,5.507941436767578125e+01,4.291689768433570862e-02,8.457302093505859375e+00,1.500000000000000000e+00,5.000000000000000000e-01
2.430000000000000071e+01,2.130877227783203125e+02,5.512590789794921875e+01,5.484119802713394165e-02,8.481803894042968750e+00,3.088223295583819583e-01,-3.539620994419534483e-01
2.440000000000000213e+01,2.139363555908203125e+02,5.517540740966796875e+01,5.826382339000701904e-02,8.500718116760253906e+00,1.499999999999575895e+00,1.600037011486522276e-01
2.450000000000000000e+01,2.147881469726562500e+02,5.523535919189453125e+01,7.026844471693038940e-02,8.538988113403320312e+00,5.190228090450015319e-01,-7.152645051007239241e-02
2.460000000000000142e+01,2.156431274414062500e+02,5.529850387573242188e+01,7.372009009122848511e-02,8.573031425476074219e+00,1.500000000000000000e+00,-5.000000000000000000e-01
2.470000000000000284e+01,2.165034332275390625e+02,5.535758590698242188e+01,6.856594234704971313e-02,8.623298645019531250e+00,3.768723804656989307e-01,3.325907679680365492e-01
2.480000000000000071e+01,2.173675842285156250e+02,5.541996002197265625e+01,7.205429673194885254e-02,8.663990020751953125e+00,1.039031653863595972e+00,1.369825349090377786e-01
2.490000000000000213e+01,2.182355194091796875e+02,5.549330139160156250e+01,8.429974317550659180e-02,8.710262298583984375e+00,5.580800407930248674e-01,-4.999997269489114271e-01
2.500000000000000000e+01,2.191072845458984375e+02,5.557006072998046875e+01,8.782328665256500244e-02,8.751325607299804688e+00,1.074027011015160404e+00,4.012017736897491860e-01
2.510000000000000142e+01,2.199827270507812500e+02,5.565806961059570312e+01,1.001928895711898804e-01,8.798523902893066406e+00,1.500000000000000000e+00,5.000000000000000000e-01
2.520000000000000284e+01,2.208620910644531250e+02,5.576555252075195312e+01,1.216259300708770752e-01,8.859092712402343750e+00,2.212840292087617788e-01,-9.436240770425588509e-02
2.530000000000000071e+01,2.217445678710937500e+02,5.588464736938476562e+01,1.341447532176971436e-01,8.904692649841308594e+00,-3.397516983462753881e-01,-9.124368208849836792e-02
2.540000000000000213e+01,2.226288299560546875e+02,5.600722122192382812e+01,1.377390921115875244e-01,8.927107810974121094e+00,1.602576485355688418e-01,4.999999999178049159e-01
2.550000000000000000e+01,2.235128479003906250e+02,5.614110565185546875e+01,1.503090113401412964e-01,8.941031455993652344e+00,8.701785818080639556e-01,-2.251488152062613157e-01
2.560000000000000142e+01,2.243984832763671875e+02,5.627850723266601562e+01,1.539175957441329956e-01,8.962376594543457031e+00,1.327943699177416725e+00,4.999999993737770931e-01
2.570000000000000284e+01,2.252859039306640625e+02,5.642770767211914062e+01,1.665686070919036865e-01,8.998773574829101562e+00,1.074183718308153512e+00,-1.460428206920194594e-02
2.580000000000000071e+01,2.261770477294921875e+02,5.658087158203125000e+01,1.702091991901397705e-01,9.042058944702148438e+00,5.592225628996976700e-02,-7.849231980923314367e-02
2.590000000000000213e+01,2.270718078613281250e+02,5.672966384887695312e+01,1.647876799106597900e-01,9.070433616638183594e+00,-1.186683334333761969e-01,-4.999995128605120853e-01
2.600000000000000000e+01,2.279699249267578125e+02,5.686561203002929688e+01,1.502328217029571533e-01,9.083413124084472656e+00,-1.951974955565315639e+00,1.429711715279630979e-01
2.610000000000000142e+01,2.288652038574218750e+02,5.699618530273437500e+01,1.448251456022262573e-01,9.047449111938476562e+00,-4.000000000000000000e+00,5.000000000000000000e-01
2.620000000000000284e+01,2.297485351562500000e+02,5.712826156616210938e+01,1.484211683273315430e-01,8.931554794311523438e+00,-3.914927287794174315e+00,4.999999998360574183e-01
2.630000000000000071e+01,2.306126251220703125e+02,5.726835250854492188e+01,1.607278436422348022e-01,8.753766059875488281e+00,-4.000000000000000000e+00,2.997027881254384352e-01
2.640000000000000213e+01,2.314511566162109375e+02,5.742211151123046875e+01,1.813528686761856079e-01,8.525101661682128906e+00,-2.002469322923298822e+00,-3.238399519233069457e-01
2.650000000000000000e+01,2.322653503417968750e+02,5.758124542236328125e+01,1.930159628391265869e-01,8.296031951904296875e+00,-5.202823490384224092e-01,4.868650278644721663e-01
2.660000000000000142e+01,2.330567626953125000e+02,5.775208663940429688e+01,2.126039564609527588e-01,8.096467018127441406e+00,9.116620274431588289e-01,-4.394709394457191887e-01
2.670000000000000284e+01,2.338318634033203125e+02,5.792849349975585938e+01,2.237794399261474609e-01,7.949209690093994141e+00,2.402002790026672718e-01,-4.999999999999980571e-01
2.680000000000000071e+01,2.345948181152343750e+02,5.810466766357421875e+01,2.269320487976074219e-01,7.830319404602050781e+00,-3.999999986510127670e+00,-4.999999999998815392e-01
2.690000000000000213e+01,2.353409118652343750e+02,5.827336120605468750e+01,2.223600745201110840e-01,7.649323463439941406e+00,-1.605604896367176515e+00,-4.999999984408510234e-01
2.700000000000000000e+01,2.360711364746093750e+02,5.842930603027343750e+01,2.103955000638961792e-01,7.466874599456787109e+00,-3.289260573494052764e+00,2.297431055693277633e-03
2.710000000000000142e+01,2.367807769775390625e+02,5.857764053344726562e+01,2.060622572898864746e-01,7.249740600585937500e+00,-3.999999380971942742e+00,4.970178148301657717e-01
2.720000000000000284e+01,2.374646759033203125e+02,5.872260665893554688e+01,2.088770717382431030e-01,6.990928173065185547e+00,-3.629771089968739872e+00,-4.999999999717625321e-01
2.730000000000000071e+01,2.381213073730468750e+02,5.885904312133789062e+01,2.048685401678085327e-01,6.706518650054931641e+00,-3.149598794752155317e+00,-1.883702755366684911e-01
2.740000000000000213e+01,2.387503662109375000e+02,5.898302078247070312e+01,1.945948749780654907e-01,6.411543846130371094e+00,-3.907142232464123843e+00,4.362260635481177706e-01
2.750000000000000000e+01,2.393486175537109375e+02,5.909866714477539062e+01,1.909530162811279297e-01,6.093235969543457031e+00,-1.894828975533585869e+00,4.967442843664126029e-01
2.760000000000000142e+01,2.399175109863281250e+02,5.921001434326171875e+01,1.932868957519531250e-01,5.796836853027343750e+00,-1.519716181176473890e+00,-4.774473705888740427e-01
2.770000000000000284e+01,2.404601287841796875e+02,5.931436157226562500e+01,1.899841576814651489e-01,5.525634288787841797e+00,-1.464253692012904118e+00,-4.995734596402531813e-01
2.780000000000000071e+01,2.409790496826171875e+02,5.940961074829101562e+01,1.815304309129714966e-01,5.275834560394287109e+00,-2.982569339452348700e+00,-4.989595513262511384e-01
2.790000000000000213e+01,2.414732513427734375e+02,5.949363327026367188e+01,1.684032082557678223e-01,5.012921810150146484e+00,-3.001489346196096974e+00,4.999798906171031287e-01
2.800000000000000000e+01,2.419410705566406250e+02,5.956951904296875000e+01,1.608089655637741089e-01,4.739392757415771484e+00,-3.999323031405327189e+00,-2.590721039525139546e-01
